ATC;NT;NAZEV;NAZEV_EN
P03AA;N;PÿÕPRAVKY OBSAHUJÕCÕ SÕRU;SULFUR CONTAINING PRODUCTS
P03AA01;N;DIXANTHOGEN;DIXANTHOGEN
P03AA02;N;POLYSULFID DRASELN›;POTASSIUM POLYSULFIDE
P03AA03;N;MESULFEN;MESULFEN
P03AA04;N;DISULFIRAM;DISULFIRAM
P03AA05;N;THIRAM;THIRAM
P03AA54;N;DISULFIRAM, KOMBINACE;DISULFIRAM, COMBINATIONS
P03AB;N;PÿÕPRAVKY OBSAHUJÕCÕ CHL”R;CHLORINE CONTAINING PRODUCTS
P03AB01;N;KLOFENOTAN;CLOFENOTANE
P03AB02;N;LINDAN;LINDANE
P03AB51;N;KLOFENOTAN, KOMBINACE;CLOFENOTANE, COMBINATIONS
P03AC;N;PYRETHRINY, V»ETNÃ SYNTETICK›CH SLOU»ENIN;PYRETHRINES, INCL. SYNTHETIC COMPOUNDS
P03AC01;N;PYRETHRUM;PYRETHRUM
P03AC02;N;BIOALETHRIN;BIOALLETHRIN
P03AC03;N;FENOTHRIN;PHENOTHRIN
P03AC04;N;PERMETHRIN;PERMETHRIN
P03AC51;N;PYRETHRUM, KOMBINACE;PYRETHRUM, COMBINATIONS
P03AC52;N;BIOALETHRIN, KOMBINACE;BIOALLETHRIN, COMBINATIONS
P03AC53;N;FENOTHRIN, KOMBINACE;PHENOTHRIN, COMBINATIONS
P03AC54;N;PERMETRIN, KOMBINACE;PERMETHRIN, COMBINATIONS
P03AX;N;JIN¡ ANTIEKTOPARAZITIKA, V»ETNÃ SKABICIDNÕCH L…»IV;OTHER ECTOPARASITICIDES, INCL. SCABICIDES
P03AX01;N;BENZYL-BENZO¡T;BENZYL BENZOATE
P03AX02;N;KUPRUMOLE¡T;COPPER OLEINATE
P03AX03;N;MALATHION;MALATHION
P03AX04;N;KVASIOV… DÿEVO;QUASSIA
P03AX05;N;DIMETIKON;DIMETICONE
P03AX06;N;BENZYLALKOHOL;BENZYL ALCOHOL
P03AX07;N;ABAMETAPIR;ABAMETAPIR
P03B;N;INSEKTICIDY A REPELENTY;INSECTICIDES AND REPELLENTS
P03BA;N;PYRETHRINY;PYRETHRINES
P03BA01;N;CYFLUTHRIN;CYFLUTHRIN
P03BA02;N;CYPERMETHRIN;CYPERMETHRIN
P03BA03;N;DEKAMETHRIN;DECAMETHRIN
P03BA04;N;TETRAMETHRIN;TETRAMETHRIN
P03BX;N;JIN… INSEKTICIDY A REPELENTY;OTHER INSECTICIDES AND REPELLENTS
P03BX01;N;DIETHYLTOLUAMID;DIETHYLTOLUAMIDE
P03BX02;N;DIMETHYL-FTAL¡T;DIMETHYLPHTHALATE
P03BX03;N;DIBUTYL-FTAL¡T;DIBUTYLPHTHALATE
P03BX04;N;DIBUTYLSUKCIN¡T;DIBUTYLSUCCINATE
P03BX05;N;DIMETYLKARBAT;DIMETHYLCARBATE
P03BX06;N;ETOHEXADIOL;ETOHEXADIOL
R;N;RESPIRA»NÕ SYST…M;RESPIRATORY SYSTEM
R01;N;NOSNÕ L…»IVA;NASAL PREPARATIONS
R01A;N;DEKONGES»NÕ A JIN¡ NOSNÕ L…»IVA K LOK¡LNÕ APLIKACI;DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE
R01AA;N;SYMPATOMIMETIKA SAMOTN¡;SYMPATHOMIMETICS, PLAIN
R01AA02;N;CYKLOPENTAMIN;CYCLOPENTAMINE
R01AA03;N;EFEDRIN;EPHEDRINE
R01AA04;N;FENYLEFRIN;PHENYLEPHRINE
R01AA05;N;OXYMETAZOLIN;OXYMETAZOLINE
R01AA06;N;TETRYZOLIN;TETRYZOLINE
R01AA07;N;XYLOMETAZOLIN;XYLOMETAZOLINE
R01AA08;N;NAFAZOLIN;NAPHAZOLINE
R01AA09;N;TRAMAZOLIN;TRAMAZOLINE
R01AA10;N;METIZOLIN;METIZOLINE
R01AA11;N;TUAMINOHEPTAN;TUAMINOHEPTANE
R01AA12;N;FENOXAZOLIN;FENOXAZOLINE
R01AA13;N;TYMAZOLIN;TYMAZOLINE
R01AA14;N;EPINEFRIN;EPINEPHRINE
R01AA15;N;INDANAZOLIN;INDANAZOLINE
R01AB;N;SYMPATOMIMETIKA, KOMBINACE KROMÃ KORTIKOSTERIODŸ;SYMPATHOMIMETICS, COMBINATIONS EXCL. CORTICOSTEROIDS
R01AB01;N;FENYLEFRIN;PHENYLEPHRINE
R01AB02;N;NAFAZOLIN;NAPHAZOLINE
R01AB03;N;TETRYZOLIN;TETRYZOLINE
R01AB05;N;EFEDRIN;EPHEDRINE
R01AB06;N;XYLOMETAZOLIN;XYLOMETAZOLINE
R01AB07;N;OXYMETAZOLIN;OXYMETAZOLINE
R01AB08;N;TUAMINOHEPTAN;TUAMINOHEPTANE
R01AC;N;ANTIALERGIKA KROMÃ KORTIKOSTEROIDŸ;ANTIALLERGIC AGENTS, EXCL. CORTICOSTEROIDS
R01AC01;N;KYSELINA CHROMOGLYKANOV¡;CROMOGLICIC ACID
R01AC02;N;LEVOKABASTIN;LEVOCABASTINE
R01AC03;N;AZELASTIN;AZELASTINE
R01AC04;N;ANTAZOLIN;ANTAZOLINE
R01AC05;N;KYSELINA SPAGLUMOV¡;SPAGLUMIC ACID
R01AC06;N;THONZYLAMIN;THONZYLAMINE
R01AC07;N;NEDOKROMIL;NEDOCROMIL
R01AC08;N;OLOPATADIN;OLOPATADINE
R01AC51;N;KYSELINA CHROMOGLYKANOV¡, KOMBINACE;CROMOGLICIC ACID, COMBINATIONS
R01AD;N;KORTIKOSTEROIDY;CORTICOSTEROIDS
R01AD01;N;BEKLOMETASON;BECLOMETASONE
R01AD02;N;PREDNISOLON;PREDNISOLONE
R01AD03;N;DEXAMETHASON;DEXAMETHASONE
R01AD04;N;FLUNISOLID;FLUNISOLIDE
R01AD05;N;BUDESONID;BUDESONIDE
R01AD06;N;BETAMETHASON;BETAMETHASONE
R01AD07;N;TIXOKORTOL;TIXOCORTOL
R01AD08;N;FLUTIKASON;FLUTICASONE
R01AD09;N;MOMETASON;MOMETASONE
R01AD11;N;TRIAMCINOLON;TRIAMCINOLONE
R01AD12;N;FLUTIKASON-FURO¡T;FLUTICASONE FUROATE
R01AD13;N;CIKLESONID;CICLESONIDE
R01AD52;N;PREDNISOLON, KOMBINACE;PREDNISOLONE, COMBINATIONS
R01AD53;N;DEXAMETHASON, KOMBINACE;DEXAMETHASONE, COMBINATIONS
R01AD57;N;TIXOKORTOL, KOMBINACE;TIXOCORTOL, COMBINATIONS
R01AD58;N;FLUTIKASON, KOMBINACE;FLUTICASONE, COMBINATIONS
R01AD59;N;MOMETASON, KOMBINACE;MOMETASONE, COMBINATIONS
R01AD60;N;HYDROKORTISON, KOMBINACE;HYDROCORTISONE, COMBINATIONS
R01AX;N;JIN¡ NOSNÕ L…»IVA;OTHER NASAL PREPARATIONS
R01AX01;N;METHENAMIN-CALCIUM-THIOKYAN¡T;CALCIUM HEXAMINE THIOCYANATE
R01AX02;N;RETINOL;RETINOL
R01AX03;N;IPRATROPIUM-BROMID;IPRATROPIUM BROMIDE
R01AX05;N;RITIOMETAN;RITIOMETAN
R01AX06;N;MUPIROCIN;MUPIROCIN
R01AX07;N;HEXAMIDIN;HEXAMIDINE
R01AX08;N;FRAMYCETIN;FRAMYCETIN
R01AX09;N;KYSELINA HYALURONOV¡;HYALURONIC ACID
R01AX10;N;RŸZN¡ JIN¡ NOSNÕ L…»IVA;VARIOUS
R01AX30;N;JIN¡ NOSNÕ L…»IVA, KOMBINACE;COMBINATIONS
R01B;N;L…»IVA K DEKONGESCI NOSNÕ SLIZNICE PRO SYST…MOVOU APLIKACI;NASAL DECONGESTANTS FOR SYSTEMIC USE
R01BA;N;SYMPATOMIMETIKA;SYMPATHOMIMETICS
R01BA01;N;FENYLPROPANOLAMIN;PHENYLPROPANOLAMINE
R01BA02;N;PSEUDOEFEDRIN;PSEUDOEPHEDRINE
R01BA03;N;FENYLEFRIN;PHENYLEPHRINE
R01BA51;N;FENYLPROPANOLAMIN, KOMBINACE;PHENYLPROPANOLAMINE, COMBINATIONS
R01BA52;N;PSEUDOEFEDRIN, KOMBINACE;PSEUDOEPHEDRINE, COMBINATIONS
R01BA53;N;FENYLEFRIN, KOMBINACE;PHENYLEPHRINE, COMBINATIONS
R02;N;KR»NÕ L…»IVA;THROAT PREPARATIONS
R02A;N;KR»NÕ L…»IVA;THROAT PREPARATIONS
R02AA;N;ANTISEPTIKA;ANTISEPTICS
R02AA01;N;AMBAZON;AMBAZONE
R02AA02;N;DECHALINIUM;DEQUALINIUM
R02AA03;N;DICHLORBENZYLALKOHOL;DICHLOROBENZYL ALCOHOL
R02AA05;N;CHLORHEXIDIN;CHLORHEXIDINE
R02AA06;N;CETYLPYRIDIN;CETYLPYRIDINIUM
R02AA09;N;BENZETHONIUM;BENZETHONIUM
R02AA10;N;MIRISTALKONIUM;MYRISTYL-BENZALKONIUM
R02AA11;N;CHLORCHINALDOL;CHLORQUINALDOL
R02AA12;N;HEXYLRESORCINOL;HEXYLRESORCINOL
R02AA13;N;AKRIFLAVINIUM-CHLORID;ACRIFLAVINIUM CHLORIDE
R02AA14;N;OXYCHINOLIN;OXYQUINOLINE
R02AA15;N;JODOVAN› POVIDON;POVIDONE-IODINE
R02AA16;N;BENZALKONIUM;BENZALKONIUM
R02AA17;N;CETRIMONIUM;CETRIMONIUM
R02AA18;N;HEXAMIDIN;HEXAMIDINE
R02AA19;N;FENOL;PHENOL
R02AA20;N;RŸZN¡ JIN¡ KR»NÕ ANTISEPTIKA;VARIOUS
R02AA21;N;OKTENIDIN;OCTENIDINE
R02AB;N;ANTIBIOTIKA;ANTIBIOTICS
R02AB01;N;NEOMYCIN;NEOMYCIN
R02AB02;N;TYROTHRICIN;TYROTHRICIN
R02AB03;N;FUSAFUNGIN;FUSAFUNGINE
R02AB04;N;BACITRACIN;BACITRACIN
R02AB30;N;GRAMICIDIN;GRAMICIDIN
R02AD;N;LOK¡LNÕ ANESTETIKA;ANESTHETICS, LOCAL
R02AD01;N;BENZOKAIN;BENZOCAINE
R02AD02;N;LIDOKAIN;LIDOCAINE
R02AD03;N;KOKAIN;COCAINE
R02AD04;N;DYKLONIN;DYCLONINE
R02AD05;N;AMBROXOL;AMBROXOL
R02AX;N;JIN¡ KR»NÕ L…»IVA;OTHER THROAT PREPARATIONS
R02AX01;N;FLURBIPROFEN;FLURBIPROFEN
R02AX02;N;IBUPROFEN;IBUPROFEN
R02AX03;N;BENZYDAMIN;BENZYDAMINE
R03;N;L…»IVA K TERAPII ONEMOCNÃNÕ SPOJEN›CH S OBSTRUKCÕ D›CHACÕCH CEST;DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
R03A;N;SYMPATOMIMETIKA INHALA»NÕ;ADRENERGICS, INHALANTS
R03AA;N;AGONIST… ALFA A BETA ADRENERGNÕCH RECEPTORŸ;ALPHA- AND BETA-ADRENORECEPTOR AGONISTS
R03AA01;N;EPINEFRIN;EPINEPHRINE
R03AB;N;NESELEKTIVNÕ AGONIST… BETA ADRENERGNÕCH RECEPTORŸ;NON-SELECTIVE BETA-ADRENORECEPTOR AGONISTS
R03AB02;N;ISOPRENALIN;ISOPRENALINE
R03AB03;N;ORCIPRENALIN;ORCIPRENALINE
R03AC;N;SELEKTIVNÕ AGONIST… BETA2 ADRENERGNÕCH RECEPTORŸ;SELECTIVE BETA-2-ADRENORECEPTOR AGONISTS
R03AC02;N;SALBUTAMOL;SALBUTAMOL
R03AC03;N;TERBUTALIN;TERBUTALINE
R03AC04;N;FENOTEROL;FENOTEROL
R03AC05;N;RIMITEROL;RIMITEROL
R03AC06;N;HEXOPRENALIN;HEXOPRENALINE
R03AC07;N;ISOETARIN;ISOETARINE
R03AC08;N;PIRBUTEROL;PIRBUTEROL
R03AC09;N;TRETOCHINOL;TRETOQUINOL
R03AC10;N;KARBUTEROL;CARBUTEROL
R03AC11;N;TULOBUTEROL;TULOBUTEROL
R03AC12;N;SALMETEROL;SALMETEROL
R03AC13;N;FORMOTEROL;FORMOTEROL
R03AC14;N;KLENBUTEROL;CLENBUTEROL
R03AC15;N;REPROTEROL;REPROTEROL
R03AC16;N;PROKATEROL;PROCATEROL
R03AC17;N;BITOLTEROL;BITOLTEROL
R03AC18;N;INDAKATEROL;INDACATEROL
R03AC19;N;OLODATEROL;OLODATEROL
R03AH;N;KOMBINACE SYMPATOMIMETIK;COMBINATIONS OF ADRENERGICS
R03AK;N;SYMPATOMIMETIKA V KOMBINACI S KORTIKOSTEROIDY NEBO JIN›MI L…KY, S V›JIMKOU ANTICHOLINERGIK;ADRENERGICS IN COMBINATION WITH CORTICOSTEROIDS OR OTHER DRUGS, EXCL. ANTICHOLINERGICS
R03AK01;N;EPINEFRIN A JIN… L…KY K TERAPII ONEMOCNÃNÕ SPOJEN›CH S OBSTRUKCÕ D›CHACÕCH CEST;EPINEPHRINE AND OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
R03AK02;N;ISOPRENALIN A JIN… L…KY K TERAPII ONEMOCNÃNÕ SPOJEN›CH S OBSTRUKCÕ D›CHACÕCH CEST;ISOPRENALINE AND OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
R03AK04;N;SALBUTAMOL A DINATRIUM-CHROMOGLYK¡T;SALBUTAMOL AND SODIUM CROMOGLICATE
R03AK05;N;REPROTEROL A DINATRIUM-CHROMOGLYK¡T;REPROTEROL AND SODIUM CROMOGLICATE
R03AK06;N;SALMETEROL A FLUTIKASON;SALMETEROL AND FLUTICASONE
R03AK07;N;FORMOTEROL A BUDESONID;FORMOTEROL AND BUDESONIDE
R03AK08;N;FORMOTEROL A BEKLOMETASON;FORMOTEROL AND BECLOMETASONE
R03AK09;N;FORMOTEROL A MOMETASON;FORMOTEROL AND MOMETASONE
R03AK10;N;VILANTEROL A FLUTIKASON-FURO¡T;VILANTEROL AND FLUTICASONE FUROATE
R03AK11;N;FORMOTEROL A FLUTIKASON;FORMOTEROL AND FLUTICASONE
R03AK12;N;SALMETEROL A BUDESONID;SALMETEROL AND BUDESONIDE
R03AK13;N;SALBUTAMOL A BEKLOMETASON;SALBUTAMOL AND BECLOMETASONE
R03AK14;N;INDAKATEROL A MOMETASON;INDACATEROL AND MOMETASONE
R03AK15;N;SALBUTAMOL A BUDESONID;SALBUTAMOL AND BUDESONIDE
R03AL;N;SYMPATOMIMETIKA V KOMBINACI S ANTICHOLINERGIKY, V»ETNÃ TROJKOMBINACÕ S KORTIKOSTEROIDY;ADRENERGICS IN COMBINATION WITH ANTICHOLINERGICS INCL. TRIPLE COMBINATIONS WITH CORTICOSTEROIDS
R03AL01;N;FENOTEROL A IPRATROPIUM-BROMID;FENOTEROL AND IPRATROPIUM BROMIDE
R03AL02;N;SALBUTAMOL A IPRATROPIUM-BROMID;SALBUTAMOL AND IPRATROPIUM BROMIDE
R03AL03;N;VILANTEROL A UMEKLIDINIUM-BROMID;VILANTEROL AND UMECLIDINIUM BROMIDE
R03AL04;N;INDAKATEROL A GLYCOPYRRONIUM-BROMID;INDACATEROL AND GLYCOPYRRONIUM BROMIDE
R03AL05;N;FORMOTEROL A AKLIDINIUM-BROMID;FORMOTEROL AND ACLIDINIUM BROMIDE
R03AL06;N;OLODATEROL A TIOTROPIUM-BROMID;OLODATEROL AND TIOTROPIUM BROMIDE
R03AL07;N;FORMOTEROL A GLYKOPYRRONIUM-BROMID;FORMOTEROL AND GLYCOPYRRONIUM BROMIDE
R03AL08;N;VILANTEROL, UMEKLIDINIUM-BROMID A FLUTIKASON-FURO¡T;VILANTEROL, UMECLIDINIUM BROMIDE AND FLUTICASONE FUROATE
R03AL09;N;FORMOTEROL, GLYKOPYRRONIUM-BROMID, BEKLOMETASON;FORMOTEROL, GLYCOPYRRONIUM BROMIDE AND BECLOMETASONE
R03AL10;N;FORMOTEROL A TIOTROPIUM-BROMID;FORMOTEROL AND TIOTROPIUM BROMIDE
R03AL11;N;FORMOTEROL, GLYKOPYRRONIUM-BROMID A BUDESONID;FORMOTEROL, GLYCOPYRRONIUM BROMIDE AND BUDESONIDE
R03AL12;N;INDAKATEROL, GLYKOPYRRONIUM-BROMID A MOMETASON;INDACATEROL, GLYCOPYRRONIUM BROMIDE AND MOMETASONE
R03B;N;JIN¡ INHALA»NÕ L…»IVA ONEMOCNÃNÕ SPOJEN›CH S OBSTRUKCÕ D›CHACÕCH CEST;OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS
R03BA;N;GLUKOKORTIKOIDY;GLUCOCORTICOIDS
R03BA01;N;BEKLOMETASON;BECLOMETASONE
R03BA02;N;BUDESONID;BUDESONIDE
R03BA03;N;FLUNISOLID;FLUNISOLIDE
R03BA04;N;BETAMETHASON;BETAMETHASONE
R03BA05;N;FLUTIKASON;FLUTICASONE
R03BA06;N;TRIAMCINOLON;TRIAMCINOLONE
R03BA07;N;MOMETASON;MOMETASONE
R03BA08;N;CIKLESONID;CICLESONIDE
R03BA09;N;FLUTIKASON-FURO¡T;FLUTICASONE FUROATE
R03BB;N;ANTICHOLINERGIKA;ANTICHOLINERGICS
R03BB01;N;IPRATROPIUM-BROMID;IPRATROPIUM BROMIDE
R03BB02;N;OXITROPIUM-BROMID;OXITROPIUM BROMIDE
R03BB03;N;DURMANOV… PÿÕPRAVKY;STRAMONI PREPARATIONS
R03BB04;N;TIOTROPIUM-BROMID;TIOTROPIUM BROMIDE
R03BB05;N;AKLIDINIUM-BROMID;ACLIDINIUM BROMIDE
R03BB06;N;GLYKOPYRRONIUM-BROMID;GLYCOPYRRONIUM BROMIDE
R03BB07;N;UMEKLIDINIUM-BROMID;UMECLIDINIUM BROMIDE
R03BB08;N;REVEFENACIN;REVEFENACIN
R03BB54;N;TIOTROPIUM-BROMID, KOMBINACE;TIOTROPIUM BROMIDE, COMBINATIONS
R03BC;N;ANTIALERGIKA KROMÃ KORTIKOSTEROIDŸ;ANTIALLERGIC AGENTS, EXCL. CORTICOSTEROIDS
R03BC01;N;KYSELINA CHROMOGLYKANOV¡;CROMOGLICIC ACID
R03BC03;N;NEDOKROMIL;NEDOCROMIL
R03BX;N;JIN¡ INHALA»NÕ L…»IVA ONEMOCNÃNÕ SPOJEN›CH S OBSTRUKCÕ D›CHACÕCH CEST;OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS
R03BX01;N;FENSPIRID;FENSPIRIDE
R03BX02;N;ENSIFENTRIN;ENSIFENTRINE
R03C;N;SYMPATOMIMETIKA PRO SYST…MOVOU APLIKACI;ADRENERGICS FOR SYSTEMIC USE
R03CA;N;AGONIST… ALFA A BETA ADRENERGNÕCH RECEPTORŸ;ALPHA- AND BETA-ADRENORECEPTOR AGONISTS
R03CA02;N;EFEDRIN;EPHEDRINE
R03CB;N;NESELEKTIVNÕ AGONIST… BETA ADRENERGNÕCH RECEPTORŸ;NON-SELECTIVE BETA-ADRENORECEPTOR AGONISTS
R03CB01;N;ISOPRENALIN;ISOPRENALINE
R03CB02;N;METHOXYFENAMIN;METHOXYPHENAMINE
R03CB03;N;ORCIPRENALIN;ORCIPRENALINE
R03CB51;N;ISOPRENALIN, KOMBINACE;ISOPRENALINE, COMBINATIONS
R03CB53;N;ORCIPRENALIN, KOMBINACE;ORCIPRENALINE, COMBINATIONS
R03CC;N;SELEKTIVNÕ AGONIST… BETA2 ADRENERGNÕCH RECEPTORŸ;SELECTIVE BETA-2-ADRENORECEPTOR AGONISTS
R03CC02;N;SALBUTAMOL;SALBUTAMOL
R03CC03;N;TERBUTALIN;TERBUTALINE
R03CC04;N;FENOTEROL;FENOTEROL
R03CC05;N;HEXOPRENALIN;HEXOPRENALINE
R03CC06;N;ISOETARIN;ISOETARINE
R03CC07;N;PIRBUTEROL;PIRBUTEROL
R03CC08;N;PROKATEROL;PROCATEROL
R03CC09;N;TRETOCHINOL;TRETOQUINOL
R03CC10;N;KARBUTEROL;CARBUTEROL
R03CC11;N;TULOBUTEROL;TULOBUTEROL
R03CC12;N;BAMBUTEROL;BAMBUTEROL
R03CC13;N;KLENBUTEROL;CLENBUTEROL
R03CC14;N;REPROTEROL;REPROTEROL
R03CC15;N;FORMOTEROL;FORMOTEROL
R03CC53;N;TERBUTALIN, KOMBINACE;TERBUTALINE, COMBINATIONS
R03CC63;N;KLENBUTEROL A AMBROXOL;CLENBUTEROL AND AMBROXOL
R03CK;N;SYMPATOMIMETIKA A JIN¡ L…»IVA ONEMOCNÃNÕ SPOJEN›CH S OBSTRUKCÕ D›CHACÕCH CEST;ADRENERGICS AND OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
R03D;N;JIN¡ SYST…MOV¡ L…»IVA ONEMOCNÃNÕ SPOJEN›CH S OBSTRUKCÕ D›CHACÕCH CEST;OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
R03DA;N;XANTHINY;XANTHINES
R03DA01;N;DIPROFYLIN;DIPROPHYLLINE
R03DA02;N;CHOLIN-THEOFYLIN¡T;CHOLINE THEOPHYLLINATE
R03DA03;N;PROXYFYLIN;PROXYPHYLLINE
R03DA04;N;THEOFYLIN;THEOPHYLLINE
R03DA05;N;AMINOFYLIN;AMINOPHYLLINE
R03DA06;N;ETAMIFYLIN;ETAMIPHYLLINE
R03DA07;N;THEOBROMIN;THEOBROMINE
R03DA08;N;BAMIFYLIN;BAMIFYLLINE
R03DA09;N;ACEFYLIN-PIPERAZIN;ACEFYLLINE PIPERAZINE
R03DA10;N;BUFYLIN;BUFYLLINE
R03DA11;N;DOXOFYLIN;DOXOFYLLINE
R03DA12;N;ACEFYLLIN-MEPYRAMIN;MEPYRAMINE THEOPHYLLINACETATE
R03DA20;N;XANTHINY, KOMBINACE;COMBINATIONS OF XANTHINES
R03DA51;N;DIPROFYLIN, KOMBINACE;DIPROPHYLLINE, COMBINATIONS
R03DA54;N;THEOFYLIN, KOMBINACE KROMÃ PSYCHOLEPTIK;THEOPHYLLINE, COMBINATIONS EXCL. PSYCHOLEPTICS
R03DA55;N;AMINOFYLIN, KOMBINACE;AMINOPHYLLINE, COMBINATIONS
R03DA57;N;THEOBROMIN, KOMBINACE;THEOBROMINE, COMBINATIONS
R03DA74;N;THEOFYLIN, KOMBINACE S PSYCHOLEPTIKY;THEOPHYLLINE, COMBINATIONS WITH PSYCHOLEPTICS
R03DB;N;XANTHINY A SYMPATOMIMETIKA;XANTHINES AND ADRENERGICS
R03DB01;N;DIPROFYLIN A SYMPATOMIMETIKA;DIPROPHYLLINE AND ADRENERGICS
R03DB02;N;CHOLIN-THEOFYLIN¡T A SYMPATOMIMETIKA;CHOLINE THEOPHYLLINATE AND ADRENERGICS
R03DB03;N;PROXYFYLIN A SYMPATOMIMETIKA;PROXYPHYLLINE AND ADRENERGICS
R03DB04;N;THEOFYLIN A SYMPATOMIMETIKA;THEOPHYLLINE AND ADRENERGICS
R03DB05;N;AMINOFYLIN A SYMPATOMIMETIKA;AMINOPHYLLINE AND ADRENERGICS
R03DB06;N;ETAMIFYLIN A SYMPATOMIMETIKA;ETAMIPHYLLINE AND ADRENERGICS
R03DC;N;ANTAGONIST… LEUKOTRIENOV›CH RECEPTORŸ;LEUKOTRIENE RECEPTOR ANTAGONISTS
R03DC01;N;ZAFIRLUKAST;ZAFIRLUKAST
R03DC02;N;PRANLUKAST;PRANLUKAST
R03DC03;N;MONTELUKAST;MONTELUKAST
R03DC04;N;IBUDILAST;IBUDILAST
R03DC53;N;MONTELUKAST, KOMBINACE;MONTELUKAST, COMBINATIONS
R03DX;N;JIN¡ SYST…MOV¡ L…»IVA ONEMOCNÃNÕ SPOJEN›CH S OBSTRUKCÕ D›CHACÕCH CEST;OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
R03DX01;N;AMLEXANOX;AMLEXANOX
R03DX02;N;EPROZINOL;EPROZINOL
R03DX03;N;FENSPIRID;FENSPIRIDE
R03DX05;N;OMALIZUMAB;OMALIZUMAB
R03DX06;N;SERATRODAST;SERATRODAST
R03DX07;N;ROFLUMILAST;ROFLUMILAST
R03DX08;N;RESLIZUMAB;RESLIZUMAB
R03DX09;N;MEPOLIZUMAB;MEPOLIZUMAB
R03DX10;N;BENRALIZUMAB;BENRALIZUMAB
R03DX11;N;TEZEPELUMAB;TEZEPELUMAB
R03DX12;N;DEPEMOKIMAB;DEPEMOKIMAB
R05;N;L…»IVA PROTI NACHLAZENÕ A KAäLI;COUGH AND COLD PREPARATIONS
R05C;N;EXPEKTORANCIA, KROMÃ KOMBINACÕ S ANTITUSIKY;EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS
R05CA;N;EXPEKTORANCIA;EXPECTORANTS
R05CA01;N;TYLOXAPOL;TYLOXAPOL
R05CA02;N;JODID DRASELN›;POTASSIUM IODIDE
R05CA03;N;GUAIFENESIN;GUAIFENESIN
R05CA04;N;IPEKAKUANHA;IPECACUANHA
R05CA05;N;PROSKURNÕKOV› KOÿEN;ALTHEA RADIX
R05CA06;N;SENEGA;SENEGA
R05CA07;N;SULFID ANTIMONI»N›;ANTIMONY PENTASULFIDE
R05CA08;N;KREOSOT;CREOSOTE
R05CA09;N;SULFOGUAJAKOL;GUAIACOLSULFONATE
R05CA10;N;EXPEKTORANCIA, KOMBINACE (KROMÃ KOMBINACÕ S ANTITUSIKY);COMBINATIONS
R05CA11;N;LEVOVERBENON;LEVOVERBENONE
R05CA12;N;BÿE»çANOV› LIST;HEDERAE HELICIS FOLIUM
R05CA13;N;CINEOL;CINEOLE
R05CB;N;MUKOLYTIKA;MUCOLYTICS
R05CB01;N;ACETYLCYSTEIN;ACETYLCYSTEINE
R05CB02;N;BROMHEXIN;BROMHEXINE
R05CB03;N;KARBOCYSTEIN;CARBOCISTEINE
R05CB04;N;EPRAZINON;EPRAZINONE
R05CB05;N;MESNA;MESNA
R05CB06;N;AMBROXOL;AMBROXOL
R05CB07;N;SOBREROL;SOBREROL
R05CB08;N;DOMIODOL;DOMIODOL
R05CB09;N;LETOSTEIN;LETOSTEINE
R05CB10;N;MUKOLYTIKA, KOMBINACE;COMBINATIONS
R05CB11;N;STEPRONIN;STEPRONIN
R05CB13;N;DORNASA ALFA (DESOXYRIBONUKLEASA);DORNASE ALFA (DESOXYRIBONUCLEASE)
R05CB14;N;NELTENEXIN;NELTENEXINE
R05CB15;N;ERDOSTEIN;ERDOSTEINE
R05CB16;N;MANNITOL;MANNITOL
R05D;N;ANTITUSIKA, KROMÃ KOMBINACÕ S EXPEKTORANCII;COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS
R05DA;N;OPIOV… ALKALOIDY A DERIV¡TY;OPIUM ALKALOIDS AND DERIVATIVES
R05DA01;N;ETHYLMORFIN;ETHYLMORPHINE
R05DA03;N;HYDROKODON;HYDROCODONE
R05DA04;N;KODEIN;CODEINE
R05DA05;N;OPIOV… ALKALOIDY S MORFINEM;OPIUM ALKALOIDS WITH MORPHINE
R05DA06;N;NORMETHADON;NORMETHADONE
R05DA07;N;NOSKAPIN;NOSCAPINE
R05DA08;N;FOLKODIN;PHOLCODINE
R05DA09;N;DEXTROMETHORFAN;DEXTROMETHORPHAN
R05DA10;N;THEBAKON;THEBACON
R05DA11;N;DIMEMORFAN;DIMEMORFAN
R05DA12;N;ACETYLDIHYDROKODEIN;ACETYLDIHYDROCODEINE
R05DA20;N;OPIOV… ALKALOIDY A DERIV¡TY, KOMBINACE;COMBINATIONS
R05DB;N;JIN¡ ANTITUSIKA;OTHER COUGH SUPPRESSANTS
R05DB01;N;BENZONAT¡T;BENZONATATE
R05DB02;N;BENPROPERIN;BENPROPERINE
