KOD_LATKY;NAZEV_INN;NAZEV_EN;NAZEV;ZAV
21568;MIRIKIZUMABUM;MIRIKIZUMAB;MIRIKIZUMAB;
21569;MOSUNETUZUMABUM;MOSUNETUZUMAB;MOSUNETUZUMAB;
21576;ONASEMNOGENUM ABEPARVOVECUM;ONASEMNOGENE ABEPARVOVEC;ONASEMNOGEN ABEPARVOVEK;
21584;PEGZILARGINASUM;PEGZILARGINASE;PEGZILARGINASA;
21591;RAVULIZUMABUM;RAVULIZUMAB;RAVULIZUMAB;
21597;REZAFUNGINI ACETAS;REZAFUNGIN ACETATE;REZAFUNGIN-ACET¡T;
21608;TABELECLEUCELUM;TABELECLEUCEL;TABELEKLEUCEL;
21621;TISAGENLECLEUCELUM;TISAGENLECLEUCEL;TISAGENLEKLEUCEL;
21622;TISLELIZUMABUM;TISLELIZUMAB;TISLELIZUMAB;
21631;VORASIDENIBUM;VORASIDENIB;VORASIDENIB;
21632;VUTRISIRANUM;VUTRISIRAN;VUTRISIRAN;
21633;ZANUBRUTINIBUM;ZANUBRUTINIB;ZANUBRUTINIB;
21635;ZOLBETUXIMABUM;ZOLBETUXIMAB;ZOLBETUXIMAB;
21642;SOLRIAMFETOLI HYDROCHLORIDUM;SOLRIAMFETOL HYDROCHLORIDE;SOLRIAMFETOL-HYDROCHLORID;
21647;VARICELLAE ZOSTER VIRI ANTIGENUM (GLYCOPROTEINUM E);VARICELLA ZOSTER VIRUS ANTIGEN (GLYCOPROTEIN E);ANTIGEN (GLYKOPROTEIN E) VIRU PLAN›CH NEäTOVIC;
21650;CLARITHROMYCINI LACTOBIONAS;CLARITHROMYCIN LACTOBIONATE;KLARITHROMYCIN-LAKTOBION¡T;
21651;ERTUGLIFLOZINUM ET ACIDUM PIDOLICUM;ERTUGLIFLOZIN PIDOLIC ACID;ERTUGLIFLOZIN S KYSELINOU PIDOLOVOU;
21671;PADELIPORFINUM DIKALIUM;PADELIPORFIN DIPOTASSIUM;DIKALIUM-PADELIPORFIN;
21728;BELANTAMABUM MAFODOTINUM;BELANTAMAB MAFODOTIN;BELANTAMAB MAFODOTIN;
21734;BULEVIRTIDUM;BULEVIRTIDE;BULEVIRTID;
21735;CEDAZURIDINUM;CEDAZURIDINE;CEDAZURIDIN;
21747;DEUTIVACAFTORUM;DEUTIVACAFTOR;DEUTIVAKAFTOR;
21764;FARICIMABUM;FARICIMAB;FARICIMAB;
21769;GADOPICLENOLUM;GADOPICLENOL;GADOPIKLENOL;
21771;GEFAPIXANTUM;GEFAPIXANT;GEFAPIXANT;
21782;LINZAGOLIXUM;LINZAGOLIX;LINZAGOLIX;
21792;DARIDOREXANTUM;DARIDOREXANT;DARIDOREXANT;
21803;PEGCETACOPLANUM;PEGCETACOPLAN;PEGCETAKOPLAN;
21804;PEMIGATINIBUM;PEMIGATINIB;PEMIGATINIB;
21809;RISDIPLAMUM;RISDIPLAM;RISDIPLAM;
21818;SUTIMLIMABUM;SUTIMLIMAB;SUTIMLIMAB;
21819;TAGRAXOFUSPUM;TAGRAXOFUSP;TAGRAXOFUSP;
21821;TEBENTAFUSPUM;TEBENTAFUSP;TEBENTAFUSP;
21839;ZILUCOPLANUM;ZILUCOPLAN;ZILUKOPLAN;
21912;CEMIPLIMABUM;CEMIPLIMAB;CEMIPLIMAB;
21919;CROVALIMABUM;CROVALIMAB;KROVALIMAB;
21920;DANICOPANUM;DANICOPAN;DANIKOPAN;
21924;DOSTARLIMABUM;DOSTARLIMAB;DOSTARLIMAB;
21927;ELADOCAGENUM EXUPARVOVECUM;ELADOCAGENE EXUPARVOVEC;ELADOKAGEN EXUPARVOVEK;
21936;FOSMANOGEPIXUM;FOSMANOGEPIX;FOSMANOGEPIX;
21938;FUTIBATINIBUM;FUTIBATINIB;FUTIBATINIB;
21945;IDECABTAGENUM VICLEUCELUM;IDECABTAGENE VICLEUCEL;IDEKABTAGEN VIKLEUCEL;
21951;LISOCABTAGENUM MARALEUCELUM;LISOCABTAGENE MARALEUCEL;LISOKABTAGEN MARALEUCEL;
21952;MARSTACIMABUM;MARSTACIMAB;MARSTACIMAB;
21960;NIRSEVIMABUM;NIRSEVIMAB;NIRSEVIMAB;
21963;ODEVIXIBATUM;ODEVIXIBAT;ODEVIXIB¡T;
21975;RELATLIMABUM;RELATLIMAB;RELATLIMAB;
21977;RESMETIROMUM;RESMETIROM;RESMETIROM;
21978;RIPRETINIBUM;RIPRETINIB;RIPRETINIB;
21991;SPESOLIMABUM;SPESOLIMAB;SPESOLIMAB;
21994;TAFASITAMABUM;TAFASITAMAB;TAFASITAMAB;
22002;TIRBANIBULINUM;TIRBANIBULIN;TIRBANIBULIN;
22003;TIRZEPATIDUM;TIRZEPATIDE;TIRZEPATID;
22004;TOFERSENUM;TOFERSEN;TOFERSEN;
22005;TORIPALIMABUM;TORIPALIMAB;TORIPALIMAB;
22010;FOSTAMATINIBUM DINATRICUM HEXAHYDRICUM;FOSTAMATINIB DISODIUM HEXAHYDRATE;HEXAHYDR¡T DISODN… SOLI FOSTAMATINIBU;
22017;STREPTOCOCCI PNEUMONIAE SEROTYPI 2 POLYSACCHARIDUM;STREPTOCOCCUS PNEUMONIAE SEROTYPE 2 POLYSACCHARIDE;POLYSACHARID STREPTOCOCCUS PNEUMONIAE S…ROTYPU 2;
22018;STREPTOCOCCI PNEUMONIAE SEROTYPI 8 POLYSACCHARIDUM;STREPTOCOCCUS PNEUMONIAE SEROTYPE 8 POLYSACCHARIDE;POLYSACHARID STREPTOCOCCUS PNEUMONIAE S…ROTYPU 8;
22019;STREPTOCOCCI PNEUMONIAE SEROTYPI 9N POLYSACCHARIDUM;STREPTOCOCCUS PNEUMONIAE SEROTYPE 9N POLYSACCHARIDE;POLYSACHARID STREPTOCOCCUS PNEUMONIAE S…ROTYPU 9N;
22020;STREPTOCOCCI PNEUMONIAE SEROTYPI 10A POLYSACCHARIDUM;STREPTOCOCCUS PNEUMONIAE SEROTYPE 10A POLYSACCHARIDE;POLYSACHARID STREPTOCOCCUS PNEUMONIAE S…ROTYPU 10A;
22021;STREPTOCOCCI PNEUMONIAE SEROTYPI 11A POLYSACCHARIDUM;STREPTOCOCCUS PNEUMONIAE SEROTYPE 11A POLYSACCHARIDE;POLYSACHARID STREPTOCOCCUS PNEUMONIAE S…ROTYPU 11A;
22022;STREPTOCOCCI PNEUMONIAE SEROTYPI 12F POLYSACCHARIDUM;STREPTOCOCCUS PNEUMONIAE SEROTYPE 12F POLYSACCHARIDE;POLYSACHARID STREPTOCOCCUS PNEUMONIAE S…ROTYPU 12F;
22023;STREPTOCOCCI PNEUMONIAE SEROTYPI 15B POLYSACCHARIDUM;STREPTOCOCCUS PNEUMONIAE SEROTYPE 15B POLYSACCHARIDE;POLYSACHARID STREPTOCOCCUS PNEUMONIAE S…ROTYPU 15B;
22024;STREPTOCOCCI PNEUMONIAE SEROTYPI 17F POLYSACCHARIDUM;STREPTOCOCCUS PNEUMONIAE SEROTYPE 17F POLYSACCHARIDE;POLYSACHARID STREPTOCOCCUS PNEUMONIAE S…ROTYPU 17F;
22025;STREPTOCOCCI PNEUMONIAE SEROTYPI 20 POLYSACCHARIDUM;STREPTOCOCCUS PNEUMONIAE SEROTYPE 20 POLYSACCHARIDE;POLYSACHARID STREPTOCOCCUS PNEUMONIAE S…ROTYPU 20;
22026;STREPTOCOCCI PNEUMONIAE SEROTYPI 22F POLYSACCHARIDUM;STREPTOCOCCUS PNEUMONIAE SEROTYPE 22F POLYSACCHARIDE;POLYSACHARID STREPTOCOCCUS PNEUMONIAE S…ROTYPU 22F;
22027;STREPTOCOCCI PNEUMONIAE SEROTYPI 33F POLYSACCHARIDUM;STREPTOCOCCUS PNEUMONIAE SEROTYPE 33F POLYSACCHARIDE;POLYSACHARID STREPTOCOCCUS PNEUMONIAE S…ROTYPU 33F;
22028;ANTITOXINUM BOTULINICUM TYPUS F;BOTULINUM ANTITOXIN TYPE F;BOTULINOV› ANTITOXIN TYP F;
22030;ANTITOXINUM BOTULINICUM TYPUS C;BOTULINUM ANTITOXIN TYPE C;BOTULINOV› ANTITOXIN TYP C;
22031;ANTITOXINUM BOTULINICUM TYPUS D;BOTULINUM ANTITOXIN TYPE D;BOTULINOV› ANTITOXIN TYP D;
22032;ANTITOXINUM BOTULINICUM TYPUS G;BOTULINUM ANTITOXIN TYPE G;BOTULINOV› ANTITOXIN TYP G;
22058;MACIMORELINI ACETAS;MACIMORELIN ACETATE;MACIMORELIN-ACET¡T;
22069;BUTEDRONATI TETRANATRII;BUTEDRONATE TETRASODIUM;TETRANATRIUM-BUTEDRON¡T;
22070;DACOMITINIBUM MONOHYDRICUM;DACOMITINIB MONOHYDRATE;MONOHYDR¡T DAKOMITINIBU;
22071;POLATUZUMABUM VEDOTINUM;POLATUZUMAB VEDOTIN;POLATUZUMAB VEDOTIN;
22072;ABROCITINIBUM;ABROCITINIB;ABROCITINIB;
22091;BEROTRALSTATUM;BEROTRALSTAT;BEROTRALSTAT;
22097;CLASCOTERONUM;CLASCOTERONE;KLASKOTERON;
22108;DONANEMABUM;DONANEMAB;DONANEMAB;
22116;ETRANACOGENUM DEZAPARVOVECUM;ETRANACOGENE DEZAPARVOVEC;ETRANAKOGEN DEZAPARVOVEK;
22119;FOSCARBIDOPUM;FOSCARBIDOPA;FOSKARBIDOPA;
22120;FOSLEVODOPUM;FOSLEVODOPA;FOSLEVODOPA;
22122;GARADACIMABUM;GARADACIMAB;GARADACIMAB;
22161;REPOTRECTINIBUM;REPOTRECTINIB;REPOTREKTINIB;
22170;CABAZITAXELUM MONOHYDRICUM;CABAZITAXEL MONOHYDRATE;MONOHYDR¡T KABAZITAXELU;
22175;SELPERCATINIBUM;SELPERCATINIB;SELPERKATINIB;
22188;TECLISTAMABUM;TECLISTAMAB;TEKLISTAMAB;
22208;ZURANOLONUM;ZURANOLONE;ZURANOLON;
22235;AVATROMBOPAGI MALEAS;AVATROMBOPAG MALEATE;AVATROMBOPAG-MALEIN¡T;
22236;TALAZOPARIBI TOSILAS;TALAZOPARIB TOSILATE;TALAZOPARIB-TOSIL¡T;
22246;FLAVONOIDA MICRONISATA;MICRONIZED FLAVONOIDS;MIKRONIZOVAN… FLAVONOIDY;
22247;TRIENTINI DIHYDROCHLORIDUM;TRIENTINE DIHYDROCHLORIDE;TRIENTIN-DIHYDROCHLORID;
22250;ANGIOTENSINI II ACETAS;ANGIOTENSIN II ACETATE;ANGIOTENSIN II-ACET¡T;
22254;AMIVANTAMABUM;AMIVANTAMAB;AMIVANTAMAB;
22269;BRENSOCATIBUM;BRENSOCATIB;BRENSOKATIB;
22277;EFBEMALENOGRASTIMUM ALFA;EFBEMALENOGRASTIM ALFA;EFBEMALENOGRASTIM ALFA;
22279;ELEXACAFTORUM;ELEXACAFTOR;ELEXAKAFTOR;
22284;ENMETAZOBACTAMUM;ENMETAZOBACTAM;ENMETAZOBAKTAM;
22285;EPCORITAMABUM;EPCORITAMAB;EPKORITAMAB;
22294;FOSDENOPTERINUM;FOSDENOPTERIN;FOSDENOPTERIN;
22297;GLOFITAMABUM;GLOFITAMAB;GLOFITAMAB;
22305;LENACAPAVIRUM;LENACAPAVIR;LENAKAPAVIR;
22353;RETIFANLIMABUM;RETIFANLIMAB;RETIFANLIMAB;
22354;RILZABRUTINIBUM;RILZABRUTINIB;RILZABRUTINIB;
22356;RITLECITINIBUM;RITLECITINIB;RITLECITINIB;
22362;SERPLULIMABUM;SERPLULIMAB;SERPLULIMAB;
22370;TALQUETAMABUM;TALQUETAMAB;TALKVETAMAB;
22388;ZANIDATAMABUM;ZANIDATAMAB;ZANIDATAMAB;
22416;ACORAMIDISUM;ACORAMIDIS;AKORAMIDIS;
22426;BELZUTIFANUM;BELZUTIFAN;BELZUTIFAN;
22432;CILTACABTAGENUM AUTOLEUCELUM;CILTACABTAGENE AUTOLEUCEL;CILTAKABTAGEN AUTOLEUCEL;
22437;DATOPOTAMABUM DERUXTECANUM;DATOPOTAMAB DERUXTECAN;DATOPOTAMAB DERUXTEKAN;
22441;EFANESOCTOCOGUM ALFA;EFANESOCTOCOG ALFA;EFANESOKTOKOG ALFA;
22444;ELINZANETANTUM;ELINZANETANT;ELINZANETANT;
22464;INAVOLISIBUM;INAVOLISIB;INAVOLISIB;
22466;IPTACOPANUM;IPTACOPAN;IPTAKOPAN;
22469;ITEPEKIMABUM;ITEPEKIMAB;ITEPEKIMAB;
22473;LECANEMABUM;LECANEMAB;LEKANEMAB;
22477;MIRDAMETINIBUM;MIRDAMETINIB;MIRDAMETINIB;
22482;NIPOCALIMABUM;NIPOCALIMAB;NIPOKALIMAB;
22519;SUGEMALIMABUM;SUGEMALIMAB;SUGEMALIMAB;
22537;VILOBELIMABUM;VILOBELIMAB;VILOBELIMAB;
22558;INDACATEROLI ACETAS;INDACATEROL ACETATE;INDAKATEROL-ACET¡T;
22559;TAPENTADOLI MALEAS HEMIHYDRICUM;TAPENTADOL MALEATE HEMIHYDRATE;HEMIHYDR¡T TAPENTADOL-MALEIN¡TU;1
22560;ODRONEXTAMABUM;ODRONEXTAMAB;ODRONEXTAMAB;
22562;TAPENTADOLI PHOSPHAS;TAPENTADOL PHOSPHATE;TAPENTADOL-FOSF¡T;1
22563;GLASDEGIBI MALEAS;GLASDEGIB MALEATE;GLASDEGIB-MALEIN¡T;
22564;MARBURGVIRI MARBURGI MUSOKE GLYCOPROTEINUM;MARBURG MARBURGVIRUS MUSOKE GLYCOPROTEIN;GLYKOPROTEIN MARBURGVIRU MARBURG MUSOKE;
22565;EBOLAVIRI SUDANI GULU GLYCOPROTEINUM;SUDAN EBOLAVIRUS GULU GLYCOPROTEIN;GLYKOPROTEIN EBOLAVIRU SUDAN GULU;
22566;EBOLAVIRI ZAIRENSIS MAYINGA GLYCOPROTEINUM;ZAIRE EBOLAVIRUS MAYINGA GLYCOPROTEIN;GLYKOPROTEIN EBOLAVIRU ZAIRE MAYINGA;
22567;EBOLAVIRI TAI FOREST NUCLEOPROTEINUM;TAI FOREST EBOLAVIRUS NUCLEOPROTEIN;NUKLEOPROTEIN EBOLAVIRU TAI FOREST;
22568;ADENOVIRUS TYPI 26  EBOLAVIRI ZAIRENSIS MAYINGA GLYCOPROTEINUM MODIFICATUM;ADENOVIRUS TYPE 26 ENCODING THE ZAIRE EBOLAVIRUS MAYINGA GLYCOPROTEIN;ADENOVIRUS TYPU 26 K”DUJÕCÕ GLYKOPROTEIN EBOLAVIRU ZAIRE MAYINGA;
22569;BULEVIRTIDI ACETAS;BULEVIRTIDE ACETATE;BULEVIRTID-ACET¡T;
22570;LEFAMULINI ACETAS;LEFAMULINE ACETATE;LEFAMULIN-ACET¡T;
22585;ATIDARSAGENUM AUTOTEMCELUM;ATIDARSAGEN AUTOTEMCEL;ATIDARSAGEN AUTOTEMCEL;
22596;BEREMAGENUM GEPERPAVECUM;BEREMAGENE GEPERPAVEC;BEREMAGEN GEPERPAVEK;
22602;CIPAGLUCOSIDASUM ALFA;CIPAGLUCOSIDASE ALFA;CIPAGLUKOSIDASA ALFA;
22618;DEPEMOKIMABUM;DEPEMOKIMAB;DEPEMOKIMAB;
22619;DEUCRAVACITINIBUM;DEUCRAVACITINIB;DEUKRAVACITINIB;
22630;EPLONTERSENUM;EPLONTERSEN;EPLONTERSEN;
22651;INSULINUM ICODECUM;INSULIN ICODEC;INSULIN-IKODEK;
22662;LUTETIUM (177LU) VIPIVOTIDUM TETRAXETANUM;LUTETIUM (177LU) VIPIVOTIDE TETRAXETAN;LUTECIUM-(177LU) VIPIVOTID TETRAXETAN;
22672;OBECABTAGENUM AUTOLEUCELUM;OBECABTAGENE AUTOLEUCEL;OBEKABTAGEN AUTOLEUCEL;
22707;SOTORASIBUM;SOTORASIB;SOTORASIB;
22730;VIMSELTINIBUM;VIMSELTINIB;VIMSELTINIB;
22741;TILIAE FLORIS EXTRACTUM SICCUM;DRY EXTRACT FROM LIME FLOWER;SUCH› EXTRAKT Z LIPOV…HO KVÃTU;
22743;ARACHIDIS SEMEN DEOLEATUM PULVERATUM;DEFATTED POWDER OF PEANUTS;ODTU»NÃN› PODZEMNICOV› PR¡äEK;
22744;LUMASIRANUM NATRICUM;LUMASIRAN SODIUM;SODN¡ SŸL LUMASIRANU;
22745;CABOTEGRAVIRUM NATRICUM;CABOTEGRAVIR SODIUM;SODN¡ SŸL KABOTEGRAVIRU;
22748;AFAMELANOTIDI ACETAS;AFAMELANOTIDE ACETATE;AFAMELANOTID-ACET¡T;
22749;INCLISIRANUM NATRICUM;INCLISIRAN SODIUM;SODN¡ SŸL INKLISIRANU;
22774;MOLNUPIRAVIRUM;MOLNUPIRAVIR;MOLNUPIRAVIR;
22788;FEDRATINIBI DIHYDROCHLORIDUM MONOHYDRICUM;FEDRATINIB DIHYDROCHLORIDE MONOHYDRATE;MONOHYDR¡T FEDRATINIB-DIHYDROCHLORIDU;
22789;FOSTEMSAVIRUM TROMETAMOLUM;FOSTEMSAVIR TROMETAMOL;FOSTEMSAVIR-TROMETAMOL;
22794;ELASOMERANUM;ELASOMERAN;ELASOMERAN;
22809;REMIMAZOLAMI BESILAS;REMIMAZOLAM BESILATE;REMIMAZOLAM-BESIL¡T;
22816;ADAGRASIBUM;ADAGRASIB;ADAGRASIB;
22818;AFICAMTENUM;AFICAMTEN;AFIKAMTEN;
22826;AUMOLERTINIBUM;AUMOLERTINIB;AUMOLERTINIB;
22842;DONIDALORSENUM;DONIDALORSEN;DONIDALORSEN;
22862;EXAGAMGLOGENUM AUTOTEMCELUM;EXAGAMGLOGENE AUTOTEMCEL;EXAGAMGLOGEN AUTOTEMCEL;
22911;PALOPEGTERIPARATIDUM;PALOPEGTERIPARATIDE;PALOPEGTERIPARATID;
22966;BEROTRALSTATI DIHYDROCHLORIDUM;BEROTRALSTAT DIHYDROCHLORIDE;BEROTRALSTAT-DIHYDROCHLORID;
22968;ESTETROLUM MONOHYDRICUM;ESTETROL MONOHYDRATE;MONOHYDR¡T ESTETROLU;
22969;TAPENTADOLI TARTRAS;TAPENTADOL TARTRATE;TAPENTADOL-TARTAR¡T;1
22971;INFLUENZAE VIRUS A/VICTORIA (H1N1);INFLUENZA VIRUS A/VICTORIA (H1N1);CHÿIPKOV› VIRUS A/VICTORIA (H1N1);
22974;SARS-COV-2 SPIKE PROTEIN (NVX-COV2373);SARS-COV-2 SPIKE PROTEIN (NVX-COV2373);SARS-COV-2 SPIKE PROTEIN (NVX-COV2373);
22976;ACIDUM TAUROSELCHOLICUM (75SE);TAUROSELCHOLIC ACID (75SE);KYSELINA TAUROSELCHOLOV¡-(75SE);
22989;ZAPOMERANUM;ZAPOMERAN;ZAPOMERAN;
23029;CEBSULFASUM ALFA;CEBSULFASE ALFA;CEBSULFASA ALFA;
23058;MELPHALANI FLUFENAMIDI HYDROCHLORIDUM;MELPHALAN FLUFENAMIDE HYDROCHLORIDE;MELFALAN-FLUFENAMID-HYDROCHLORID;
23235;DAVESOMERANUM;DAVESOMERAN;DAVESOMERAN;
23237;MARALIXIBATUM;MARALIXIBAT;MARALIXIB¡T;
23238;VIRUS DENGUAE SEROTYPUS 1 VIVUM ATTENUATUM;LIVE ATTENUATED DENGUE VIRUS SEROTYPE 1;éIV› OSLABEN› VIRUS DENGUE S…ROTYP 1;
23239;VIRUS DENGUAE SEROTYPUS 2 VIVUM ATTENUATUM;LIVE ATTENUATED DENGUE VIRUS SEROTYPE 2;éIV› OSLABEN› VIRUS DENGUE S…ROTYP 2;
23240;VIRUS DENGUAE SEROTYPUS 3 VIVUM ATTENUATUM;LIVE ATTENUATED DENGUE VIRUS SEROTYPE 3;éIV› OSLABEN› VIRUS DENGUE S…ROTYP 3;
23241;VIRUS DENGUAE SEROTYPUS 4 VIVUM ATTENUATUM;LIVE ATTENUATED DENGUE VIRUS SEROTYPE 4;éIV› OSLABEN› VIRUS DENGUE S…ROTYP 4;
23254;BEVACIZUMABUM GAMMA;BEVACIZUMAB GAMMA;BEVACIZUMAB GAMA;
23274;SELVACOVATEINUM;SELVACOVATEIN;SELVAKOVATEIN;
23443;ACALABRUTINIBI MALEAS;ACALABRUTINIB MALEATE;AKALABRUTINIB-MALEIN¡T;
23452;NILOTINIBI HYDROCHLORIDUM DIHYDRICUM;NILOTINIB HYDROCHLORIDE DIHYDRATE;DIHYDR¡T NILOTINIB-HYDROCHLORIDU;
23453;PELARGONII RADICIS EXTRACTUM SICCUM;PELARGONIUM ROOT DRY EXTRACT;SUCH› EXTRAKT Z KOÿENE PELARGONIE;
23454;IPTACOPANI HYDROCHLORIDUM MONOHYDRICUM;IPTACOPAN HYDROCHLORIDE MONOHYDRATE;MONOHYDR¡T IPTAKOPAN-HYDROCHLORIDU;
23455;VIRUS CHIKUNGUNYA (CHIKV) VIVUM ATTENUATUM;LIVE ATTENUATED CHIKUNGUNYA VIRUS (CHIKV);éIV› OSLABEN› VIRUS CHIKUNGUNYA (CHIKV);
23459;RESPIRATORY SYNCYTIAL VIRUS (RSV) MRNA VACCINE ENCAPSULATED IN LIPID NANOPARTICLES (MRESVIA);RESPIRATORY SYNCYTIAL VIRUS (RSV) MRNA VACCINE ENCAPSULATED IN LIPID NANOPARTICLES (MRESVIA);MRNA VAKCÕNA (MODIFIKOVAN› NUKLEOSID) PROTI RESPIRA»NÕMU SYNCYTI¡LNÕMU VIRU (RSV) ZAPOUZDÿEN¡ V LIPIDOV›CH NANO»¡STICÕCH (MRESVIA);
23460;SINGLE-STRANDED 5' CAPPED MRNA ENCODING THE RSV-A GLYCOPROTEIN F STABILISED IN THE PREFUSION CONFORMATION (MRESVIA);SINGLE-STRANDED 5' CAPPED MRNA ENCODING THE RSV-A GLYCOPROTEIN F STABILISED IN THE PREFUSION CONFORMATION (MRESVIA);JEDNOVL¡KNOV¡ MRNA S »EPI»KOU NA 5' KONCI K”DUJÕCÕ GLYKOPROTEIN F VIRU RSV-A STABILIZOVAN› V PREFUZNÕ KONFORMACI (MRESVIA);
23461;MESSENGER RNA (MRNA) ENCODING THE VIRAL SPIKE (S) PROTEIN OF SARS-COV-2 (JN.1);MESSENGER RNA (MRNA) ENCODING THE VIRAL SPIKE (S) PROTEIN OF SARS-COV-2 (JN.1);MEDI¡TOROV¡ RNA (MRNA) K”DUJÕCÕ SPIKE (S) PROTEIN VIRU SARS-COV-2 (JN.1);
23462;CEMIVAMERANUM;CEMIVAMERAN;CEMIVAMERAN;
23463;SARS-COV-2 (OMICRON JN.1) SPIKE PROTEIN;SARS-COV-2 (OMICRON JN.1) SPIKE PROTEIN;SARS-COV-2 (OMIKRON JN.1) SPIKE PROTEIN;
23468;IMETELSTATUM NATRICUM;IMETELSTAT SODIUM;SODN¡ SŸL IMETELSTATU;
23471;EPLONTERSENUM NATRICUM;EPLONTERSEN SODIUM;SODN¡ SŸL EPLONTERSENU;
23472;STREPTOCOCCI PNEUMONIAE SEROTYPI 15A POLYSACCHARIDUM;STREPTOCOCCUS PNEUMONIAE SEROTYPE 15A POLYSACCHARIDE;POLYSACHARID STREPTOCOCCUS PNEUMONIAE S…ROTYPU 15A;
23473;STREPTOCOCCI PNEUMONIAE POLYSACCHARIDUM DE-O-ACETYLATUM SEROTYPI 15B;STREPTOCOCCUS PNEUMONIAE POLYSACCHARIDE FROM DE-O-ACETYLATED SEROTYPE 15B;POLYSACHARID STREPTOCOCCUS PNEUMONIAE Z DE-O-ACETYLOVAN…HO S…ROTYPU 15B;
23474;STREPTOCOCCI PNEUMONIAE SEROTYPI 16F POLYSACCHARIDUM;STREPTOCOCCUS PNEUMONIAE SEROTYPE 16F POLYSACCHARIDE;POLYSACHARID STREPTOCOCCUS PNEUMONIAE S…ROTYPU 16F;
23475;STREPTOCOCCI PNEUMONIAE SEROTYPI 20A POLYSACCHARIDUM;STREPTOCOCCUS PNEUMONIAE SEROTYPE 20A POLYSACCHARIDE;POLYSACHARID STREPTOCOCCUS PNEUMONIAE S…ROTYPU 20A;
23476;STREPTOCOCCI PNEUMONIAE SEROTYPI 23A POLYSACCHARIDUM;STREPTOCOCCUS PNEUMONIAE SEROTYPE 23A POLYSACCHARIDE;POLYSACHARID STREPTOCOCCUS PNEUMONIAE S…ROTYPU 23A;
23477;STREPTOCOCCI PNEUMONIAE SEROTYPI 23B POLYSACCHARIDUM;STREPTOCOCCUS PNEUMONIAE SEROTYPE 23B POLYSACCHARIDE;POLYSACHARID STREPTOCOCCUS PNEUMONIAE S…ROTYPU 23B;
23478;STREPTOCOCCI PNEUMONIAE SEROTYPI 24F POLYSACCHARIDUM;STREPTOCOCCUS PNEUMONIAE SEROTYPE 24F POLYSACCHARIDE;POLYSACHARID STREPTOCOCCUS PNEUMONIAE S…ROTYPU 24F;
23479;STREPTOCOCCI PNEUMONIAE SEROTYPI 31 POLYSACCHARIDUM;STREPTOCOCCUS PNEUMONIAE SEROTYPE 31 POLYSACCHARIDE;POLYSACHARID STREPTOCOCCUS PNEUMONIAE S…ROTYPU 31;
23480;STREPTOCOCCI PNEUMONIAE SEROTYPI 35B POLYSACCHARIDUM;STREPTOCOCCUS PNEUMONIAE SEROTYPE 35B POLYSACCHARIDE;POLYSACHARID STREPTOCOCCUS PNEUMONIAE S…ROTYPU 35B;
23481;INFLUENZAE VIRUS A/CROATIA (H3N2) (FRAGMENTUM);INFLUENZA VIRUS A/CROATIA (H3N2) (SPLIT);CHÿIPKOV› VIRUS A/CROATIA (H3N2) (äTÃPEN›);
23482;INFLUENZAE VIRUS A/CROATIA (H3N2);INFLUENZA VIRUS A/CROATIA (H3N2);CHÿIPKOV› VIRUS A/CROATIA (H3N2);
23483;MESSENGER RNA (MRNA) ENCODING THE VIRAL SPIKE (S) PROTEIN OF SARS-COV-2 (LP.8.1);MESSENGER RNA (MRNA) ENCODING THE VIRAL SPIKE (S) PROTEIN OF SARS-COV-2 (LP.8.1);MEDI¡TOROV¡ RNA (MRNA) K”DUJÕCÕ SPIKE (S) PROTEIN VIRU SARS-COV-2 (LP.8.1);
23487;SARS-COV-2 VIRUS RECOMBINANT SPIKE (S) PROTEIN RECEPTOR BINDING DOMAIN (RBD) FUSION HOMODIMER (OMICRON LP.8.1 - LP.8.1 STRAIN);SARS-COV-2 VIRUS RECOMBINANT SPIKE (S) PROTEIN RECEPTOR BINDING DOMAIN (RBD) FUSION HOMODIMER (OMICRON LP.8.1 - LP.8.1 STRAIN);F⁄ZNÕ HOMODIMER REKOMBINANTNÕ RECEPTOROV… VAZEBN… DOM…NY (RBD) SPIKE (S) PROTEINU VIRU SARS-COV-2 (KMEN OMIKRON LP.8.1 - LP.8.1);
23489;VIMSELTINIBUM DIHYDRICUM;VIMSELTINIB DIHYDRATE;DIHYDR¡T VIMSELTINIBU;
23493;MESSENGER RNA (MRNA) ENCODING THE N-TERMINAL DOMAIN AND RECEPTOR-BINDING DOMAIN OF THE VIRAL SPIKE (S) PROTEIN OF SARS-COV-2 (XBB.1.5);MESSENGER RNA (MRNA) ENCODING THE N-TERMINAL DOMAIN AND RECEPTOR-BINDING DOMAIN OF THE VIRAL SPIKE (S) PROTEIN OF SARS-COV-2 (XBB.1.5);MEDI¡TOROV¡ RNA (MRNA) K”DUJÕCÕ N-TERMIN¡LNÕ DOM…NU A RECEPTOR-VAZEBNOU DOM…NU SPIKE (S) PROTEINU VIRU SARS-COV-2 (XBB.1.5);
50000;CHELIDONIUM MAJUS - DILUTIO HOMEOPATHICA;;;
50001;CAPSICUM ANNUUM - DILUTIO HOMEOPATHICA;;;
50002;CALENDULA OFFICINALIS - DILUTIO HOMEOPATHICA;;;
50003;BRYONIA - DILUTIO HOMEOPATHICA;;;
50004;CINCHONA SUCCIRUBRA - DILUTIO HOMEOPATHICA;;;
50005;ANAMIRTA COCCULUS - DILUTIO HOMEOPATHICA;;;
